0,110,110,100,100,100,100,11,11,100,100,100,100,110,110,0
110,110,100,100,100,100,11,11,11,11,100,100,100,100,110,110
110,100,100,100,100,11,11,100,100,11,11,100,100,100,100,110
100,100,100,100,100,11,100,100,100,100,11,100,100,100,100,100
100,100,100,1,1,1,1,1,1,1,1,1,1,100,100,100
100,100,100,1,1,1,1,1,1,1,1,1,1,100,100,100
100,100,100,1,1,1,1,1,1,1,1,1,1,100,100,100
100,100,100,100,1,1,1,1,1,1,1,1,100,100,100,100
100,100,100,100,11,1,1,1,1,1,1,11,100,100,100,100
100,100,100,100,11,111,111,111,111,111,111,11,100,100,100,100
100,100,100,11,11,111,100,100,100,100,111,11,11,100,100,100
0,100,100,11,111,100,100,11,11,100,100,111,11,100,100,0
0,100,100,11,111,100,11,100,100,11,100,111,11,100,100,0
0,100,100,11,111,100,11,100,100,11,100,111,11,100,100,0
0,100,100,11,111,100,100,100,100,11,100,111,11,100,100,0
0,100,11,11,111,100,100,100,11,100,100,111,11,11,100,0
0,100,11,100,111,100,100,11,100,100,100,111,100,11,100,0
0,100,11,100,111,100,11,100,100,11,100,111,100,11,100,0
0,100,11,100,111,100,11,11,11,11,100,111,100,11,100,0
0,100,11,100,111,100,100,100,100,100,100,111,100,11,100,0
0,100,11,100,100,111,100,100,100,100,111,100,100,11,100,0
0,11,11,100,100,111,111,111,111,111,111,100,100,11,11,0
0,11,100,100,100,100,100,11,11,100,100,100,100,100,11,0
0,11,100,100,100,1,1,1,1,1,1,100,100,100,11,0
100,11,100,1,1,1,1,1,1,1,1,1,1,100,11,100
100,11,100,1,1,1,1,1,1,1,1,1,1,100,11,100
100,11,100,1,1,1,1,1,1,1,1,1,1,100,11,100
100,11,100,100,100,100,100,11,11,100,100,100,100,100,11,100
100,11,100,100,100,100,100,11,11,100,100,100,100,100,11,100
100,11,100,100,100,100,100,11,11,100,100,100,100,100,11,100
110,11,100,100,100,100,11,11,11,11,100,100,100,100,11,110
110,110,100,100,100,11,11,11,11,11,11,100,100,100,110,110
