0,110,110,110,111,101,111,101,101,111,101,111,110,110,110,0
110,110,110,111,111,101,111,101,101,111,101,111,111,110,110,110
110,110,111,111,111,101,111,101,101,111,101,111,111,111,110,110
111,111,111,111,111,101,111,101,101,111,101,111,111,111,111,111
111,111,111,1,1,1,1,1,1,1,1,1,1,111,111,111
111,111,111,1,1,1,1,1,1,1,1,1,1,111,111,111
111,111,111,1,1,1,1,1,1,1,1,1,1,111,111,111
111,111,111,111,1,1,1,1,1,1,1,1,111,111,111,111
101,101,101,101,101,1,1,1,1,1,1,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
111,111,111,111,111,101,111,111,111,111,101,111,111,111,111,111
0,111,111,111,101,111,111,111,111,111,111,101,111,111,111,0
0,101,101,101,101,111,111,101,101,111,111,101,101,101,101,0
0,101,101,101,101,111,101,111,111,101,111,101,101,101,101,0
0,101,101,101,101,111,101,111,111,111,111,101,101,101,101,0
0,111,111,111,101,111,101,101,101,111,111,101,111,111,111,0
0,101,101,101,101,111,101,111,111,101,111,101,101,101,101,0
0,101,101,101,101,111,101,111,111,101,111,101,101,101,101,0
0,111,111,111,101,111,101,111,111,101,111,101,111,111,111,0
0,111,111,111,101,111,111,101,101,111,111,101,111,111,111,0
0,101,101,101,101,101,111,111,111,111,101,101,101,101,101,0
0,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0
0,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,111,111,111,111,1,1,1,1,1,1,111,111,111,111,0
111,111,111,1,1,1,1,1,1,1,1,1,1,111,111,111
111,111,111,1,1,1,1,1,1,1,1,1,1,111,111,111
111,111,111,1,1,1,1,1,1,1,1,1,1,111,111,111
111,111,111,111,111,111,111,101,101,111,111,111,111,111,111,111
111,111,111,111,111,111,111,101,101,111,111,111,111,111,111,111
111,111,111,111,111,111,111,101,101,111,111,111,111,111,111,111
110,111,111,111,101,101,101,101,101,101,101,101,111,111,111,110
110,110,111,111,101,101,101,101,101,101,101,101,111,111,110,110
