0,110,110,110,100,100,100,1,1,100,100,100,110,110,110,0
110,110,110,100,100,100,1,1,1,1,100,100,100,110,110,110
110,110,100,100,100,1,1,1,1,1,1,100,100,100,110,110
1,1,100,100,1,1,1,1,1,1,1,1,100,100,1,1
1,1,100,11,11,11,11,11,11,11,11,11,11,100,1,1
1,1,100,11,11,11,11,11,11,11,11,11,11,100,1,1
1,1,100,11,11,11,11,11,11,11,11,11,11,100,1,1
1,1,100,1,11,11,11,11,11,11,11,11,1,100,1,1
1,1,100,1,1,11,11,11,11,11,11,1,1,100,1,1
1,1,100,1,1,111,111,111,111,111,111,1,1,100,1,1
1,1,100,1,1,111,1,1,1,1,111,1,1,100,1,1
0,100,100,1,111,1,1,1,1,100,1,111,1,100,100,0
0,100,100,1,111,1,1,1,100,100,1,111,1,100,100,0
0,100,100,1,111,1,1,100,1,100,1,111,1,100,100,0
0,100,100,1,111,1,1,100,1,100,1,111,1,100,100,0
0,100,100,1,111,1,100,1,1,100,1,111,1,100,100,0
0,100,100,1,111,1,100,100,100,100,1,111,1,100,100,0
0,100,100,1,111,1,1,1,1,100,1,111,1,100,100,0
0,100,100,1,111,1,1,1,1,100,1,111,1,100,100,0
0,100,100,1,111,1,1,1,1,100,1,111,1,100,100,0
0,100,100,1,1,111,1,1,1,1,111,1,1,100,100,0
0,100,100,1,1,111,111,111,111,111,111,1,1,100,100,0
0,100,100,1,1,100,1,100,100,1,100,1,1,100,100,0
0,100,100,1,1,11,11,11,11,11,11,1,1,100,100,0
1,100,100,11,11,11,11,11,11,11,11,11,11,100,100,1
1,100,100,11,11,11,11,11,11,11,11,11,11,100,100,1
1,100,100,11,11,11,11,11,11,11,11,11,11,100,100,1
1,100,100,1,1,100,1,100,100,1,100,1,1,100,100,1
1,100,100,1,1,100,1,100,100,1,100,1,1,100,100,1
1,100,100,1,1,100,1,100,100,1,100,1,1,100,100,1
110,100,100,1,1,100,1,100,100,1,100,1,1,100,100,110
110,110,100,1,1,100,1,100,100,1,100,1,1,100,110,110
